,tweets,time
683,Sir Criston Cole is the Drake of Westeros. I will not be clarifying. #DemThrones #HouseOfTheDragon #hotd https://t.co/gDBz1v1Gab,2022-09-21 18:51:44+00:00
684,"Find out how you can be a part of the @SistahSpeakCast #HouseOfTheDragon podcast! We would love to hear and include your #HOTD tagline. 

https://t.co/YY9pdq6V0g",2022-09-21 18:50:46+00:00
685,"Busted belly…. Mmmkay 
Hashtag tears of Lys #HOTD https://t.co/0pGN6gGMsX https://t.co/2ooOiy4ei9",2022-09-21 18:50:21+00:00
686,"Fabien Frankel for Wonderland magazine.  #CristonCole 
#HOTD https://t.co/axen34JgzQ",2022-09-21 18:48:48+00:00
687,"Ok let’s settle the big debate between Merry &amp; Clint that @SouthernBelleVA REFUSED to decide!

YOU MUST CHOSE: in #hotd season 1 whose costumes have been better?",2022-09-21 18:47:57+00:00
688,"There’s no pleasure in the world like bedding a woman - Lord Colys 
#HouseOfTheDragonHBO #HOTD",2022-09-21 18:45:29+00:00
689,Everyone is a biogenetic engineer when it comes to excusing her bastard kids #HouseoftheDragonep4 #hotd https://t.co/PWlDwXwwL8,2022-09-21 18:45:21+00:00
690,"#HappySadConfused
Matt Smith Will be a Guest on the ‘Happy Sad Confused’ Podcast Tomorrow.
#MattSmith #DaemonTargaryen #HouseoftheDragon #Hotd 
 https://t.co/3x7nf5UYEQ https://t.co/O3vNjzWrL2",2022-09-21 18:44:46+00:00
691,"Okay one thing I am really enjoying with #HOTD is that the Valyrian houses are actually pretty egalitarian. Viserys, Daemon and Coralys all seem pretty non characters about their opinion that females can and even should be able to rule and inherit.",2022-09-21 18:43:45+00:00
692,"Me: Have to sleep. Work in six hours. 

Also me: Daemon is a complete tool (although Matt is very very hot). And stop yelling other guy! You started besties war!
#HOTD https://t.co/As58KNZSEv",2022-09-21 18:43:27+00:00
693,"Ser Harrold Westerling (Graham McTavish) would've burnt the balls off of Ser Criston Cole himself for the shame the young knight brought on The King's Guard 
#HOTD #HouseOfTheDragon https://t.co/3bsseKOUjA",2022-09-21 18:42:18+00:00
694,"I mean, facts 💯 #HouseOfTheDragonHBO 
#HOTD https://t.co/qqQhTwCpGO",2022-09-21 18:41:54+00:00
695,"I could talk for actual hours about book to screen translations and how much they can suck.

But I think #HotD has done a generally good job, so it irritates me to no end that when Alicent wears this badass eye-catching green dress to the wedding feast, Rhaenyra is in… white???",2022-09-21 18:41:24+00:00
696,"Aemond cesur,acımasız,pervasız ve kaprisliydi. Merhametli, yetenekli ve tehlikeli bir kılıç ustası haline geldi. Aemond, altın işlemeli siyah zırh giydi.. Büyük Vhagar ejderhasının binicisi. - Aemond onu 6. Bölümde göreceğiz 🔥🐉  #HOTD
#HouseOfTheDragonHBO 
#HouseOfTheDragon https://t.co/UcHI9gsVbr",2022-09-21 18:40:03+00:00
697,Tant que je n’ai pas mon nouvel écran tv je ne regarde pas la suite de #HOTD et je ne commence pas #TheRingsOfPower 😡,2022-09-21 18:39:40+00:00
698,"When I say I am obsessed with the Velaryons and what Ramin Djawadi has put together for their theme…

There has never been a family in the whole Game of Thrones franchise that has this stage presence, the racists must be fuming #HOTD https://t.co/GaLzQpijCY",2022-09-21 18:39:26+00:00
699,"Choose one.
#hotd #HouseOfTheDragonHBO",2022-09-21 18:36:18+00:00
700,finally catching up on #HOTD,2022-09-21 18:36:17+00:00
701,"“Maybe, baby, I'm just losing my mind. 'Cause this is trouble, but it feels right.”

#HouseTargaryen #HouseOfTheDragonHBO #HouseOfTheDragon   #HOTD #RhaenyraTargaryen #DaemonTargaryen 

https://t.co/IkuEJ6niP4",2022-09-21 18:35:55+00:00
702,"#LOTR 
#HOTD 
Gets
#woke
Gotta Love Joolz. https://t.co/17D9pRvPw4",2022-09-21 18:35:50+00:00
703,#HouseOfTheDragonHBO #HouseOfTheDragonEp5 #HOTD https://t.co/I1LBUrbwR9,2022-09-21 18:35:20+00:00
704,The Queen ain’t about that life #HOTD,2022-09-21 18:35:13+00:00
705,"“Maybe, baby, I'm just losing my mind. 'Cause this is trouble, but it feels right.”

#HouseTargaryen #HouseOfTheDragonHBO #HouseOfTheDragon #HOTD #RhaenyraTargaryen #DaemonTargaryen https://t.co/UoLIKyv1ja",2022-09-21 18:34:12+00:00
706,essa é a melhor peruca ever inclusive saudades #HOTD https://t.co/T5ugqNXrT9,2022-09-21 18:32:45+00:00
707,Do we think Leo will stop watching #HouseOfTheDragonHBO now that the actresses are being aged past 25? #HOTD,2022-09-21 18:32:44+00:00
708,"Matt Smith as ‘Daemon Targaryen’
‘House of the Dragon’ Episode 4.
‘King of the Narrow Sea’
#MattSmith #DaemonTargaryen #HouseoftheDragon #Hotd #KingoftheNarrowSea 
HBO #Hbo https://t.co/SU8BO24w6e",2022-09-21 18:32:41+00:00
709,Buen día a todos pero EN ESPECIAL A ÉL - falta menos para el próximo capítulo (la menos manija soy sisi) #HouseOfTheDragonHBO  #hotd #HouseTargaryen https://t.co/wMm6NmFqtG,2022-09-21 18:32:41+00:00
710,"Ser Criston ""cunt-struck"" Cole...a*salak of Dorne, *hopefully* the last of his name and a stain on the Whitecloaks #HOTD",2022-09-21 18:31:52+00:00
711,"Me with the showrunners after ep 6
#HARWINSTRONG
#RhaenyraTargaryen #HouseOfTheDragonHBO #HOTD #houseofthedragonhbo https://t.co/eXHEgORcfo",2022-09-21 18:31:08+00:00
712,"Lqtm:   Note that NYAG #LetitiaJames is wearing *green - that’s right -it’s on. #trumpFraud #Fraud45 
#HOTD https://t.co/sfRIYrhnE8",2022-09-21 18:29:58+00:00
713,"I've watched this clip on loop  for unhealthy amount of time. #HOTD
https://t.co/zVrmLUuLwb",2022-09-21 18:28:02+00:00
714,My Green Queen 💚💚💚💚💚💚 #HOTD #HouseHightower https://t.co/CbewQ4VVSC,2022-09-21 18:26:45+00:00
715,Daemon really doesn’t care and I have to stan a bit 😂😂 #HOTD,2022-09-21 18:23:30+00:00
716,Episode 5...... 😮‍💨 #HBO #HouseOfTheDragonHBO #HouseOfTheDragon #HOTD #No #Dead #Why #icantseeit #VisionZero https://t.co/R3qKCrz7am,2022-09-21 18:22:32+00:00
717,Alicent grimy for making Rhaenyra present her baby just moments after giving birth just so she can slut shame Rhaenyra if the baby doesn’t have silver hair. #HouseOfTheDragon #HOTD https://t.co/96IG9nFDNT,2022-09-21 18:22:27+00:00
718,It figures that the thing that actually sucked me into using Twitter after all these years was #hotd memes.,2022-09-21 18:22:12+00:00
719,"Nadie:
Cualquier serie de George R.R. Martin en la cual salen personajes que son familia: 😫
#HouseOfTheDragon  #HOTD https://t.co/eA5NF5SjBs",2022-09-21 18:20:59+00:00
720,Divulgado um trecho de uma conversa da Alicent com o Larys Strong. #HouseoftheDragon #HOTD #ACasadoDragão https://t.co/vYID2vBuZw,2022-09-21 18:20:45+00:00
721,"#HOTD
Dance s going to starts soon https://t.co/pp5AVdfbl0",2022-09-21 18:19:11+00:00
722,#HOTD      #succession https://t.co/ysZXuG5UgY,2022-09-21 18:18:16+00:00
723,"all the people cheering and shipping Daemon and Harwin with Rhaenyra are gonna be mad if they make it so Daemon gets H killed, which is a big possibility
#HOTD",2022-09-21 18:15:34+00:00
724,This week Matt and Pete spend nearly an hour and a half talking about the Rings of Power and the House of the Dragon and thats it... #GOT #HOTD #TROP #LOTR #Podcast #thegeekpridecast https://t.co/OzVajsxCjt https://t.co/RNyixq6wlo,2022-09-21 18:14:04+00:00
725,"🐉

Guys, are you Team Black or Team Green?

#HouseOfTheDragon #HouseOfTheDragonHBO #hotd",2022-09-21 18:13:37+00:00
726,okayyy ser harwin 🔥 #hotd https://t.co/8VEDsvQW2A,2022-09-21 18:12:55+00:00
727,#HOTD writers be like https://t.co/LhY3N2bpPF https://t.co/JmbvEmC5jm,2022-09-21 18:12:42+00:00
728,"📺🧐 Do you prefer streaming shows to premiere at 3 AM or in the evening❓

#Andor #DisneyPlus #Netflix #HouseOfTheDragon #HOTD #RingsOfPower",2022-09-21 18:12:32+00:00
729,Ser Criston is a bloody rat! #HOTD,2022-09-21 18:11:55+00:00
730,"The absolute worst thing about streaming is the midnight/3 AM releases

Nobody can tell me that’s better than waiting all day to watch it as everyone else in the evening like #HouseOfTheDragon does
#Andor #HOTD #RingsOfPower #SheHulk https://t.co/WrRSwR16om",2022-09-21 18:09:08+00:00
731,"#EmmaDArcy | #HOTD 
#RhaenyraTargaryen https://t.co/Yz6XHe8IEX",2022-09-21 18:05:56+00:00
732,Fui ler de novo os leaks e o último episódio dessa temporada de #hotd vai ser BABADO. https://t.co/sNnefq6Nfu,2022-09-21 18:05:40+00:00
733,Being called “the queen that never was” would low key piss me off 😂😂 #HOTD,2022-09-21 18:04:24+00:00
734,I swore I would never go near GOT again after what happened to Dany and Jorah.... and yet part of me actually wants to watch #HOTD. I'm not sure what to do.,2022-09-21 18:03:38+00:00
735,"The Painted Table on Dragonstone. 
House of the Dragon vs Game of Thrones.

#HouseOfTheDragon #HOTD
#HouseOfTheDragonHBO https://t.co/7WXkFXtEpg",2022-09-21 18:02:30+00:00
736,"Está em sexto lugar nas queridinhas fanfic sobre Daemyra! Meu novo xuxu! Vem ler sobre o amor de Rhaenyra e Daemon!!
The Valyrian Honor #wattpad https://t.co/FfAvH8UN4I 
#HouseOfTheDragonHBO #HouseOfTheDragon #HOTD",2022-09-21 18:01:41+00:00
737,Oh just busy going down a rabbit hole of GOT/HOTD theories on my lunch break #hotd #got,2022-09-21 18:01:36+00:00
738,Nothing like a wedding in Westeros. #HOTD https://t.co/WC4q2n5YQl,2022-09-21 18:00:00+00:00
739,"Daemon be like, ""always works"" and then proceeds to thank Rhea 💀
#HouseOftheDragon 
#HOTD https://t.co/eAR3dL9VGs",2022-09-21 17:59:57+00:00
740,"He straight up told on himself. Didn’t even take any pressure. What kind of knight is he? Had he been captured he would spill ALL the beans the second they opened their mouths to ask. 
#HouseOfTheDragon #HOTD https://t.co/0IxSXybaUJ",2022-09-21 17:57:54+00:00
741,"#HouseOfTheDragon 
#HouseOfTheDragonHBO #HOTD 
Capitulo 5 sem contexto. https://t.co/ZGTZxewuzw",2022-09-21 17:57:54+00:00
742,"Me gustan gordas, flacas, morenas, blancas, pero si te gusta #HOTD serás la elegida.",2022-09-21 17:57:35+00:00
743,#HouseOfTheDragon #HOTD #targaryen 🔥❤️ https://t.co/djTw4VGrkT,2022-09-21 17:57:13+00:00
744,Viserys is sweating a lot??? Is he dying soon?? #HOTD,2022-09-21 17:56:00+00:00
745,"I would let this man ******* and ********* me especially ********** ****** *******
#hotd https://t.co/mvO8FRWfQl",2022-09-21 17:54:13+00:00
746,"What do you make of our new Hand of the King, Lord Lyonel Strong? #WeLightTheWay #HouseOfTheDragon #HOTD 

Full podcast on YouTube: https://t.co/FYAhVDHXrC https://t.co/cp25yTUKMK",2022-09-21 17:53:59+00:00
747,"Little family ... tortured by the Queen.
#hotd https://t.co/jgiy4yqYlO",2022-09-21 17:53:31+00:00
748,*My ex's ex is my friend. #HOTD https://t.co/sUHn6u6tO9,2022-09-21 17:51:49+00:00
749,"Fresh off #hotd ep 5, I can confirm this “fighting” is in fact foreplay. https://t.co/YsbF1PoERX",2022-09-21 17:49:45+00:00
750,I’m gonna hate Alicent even more aren’t I ??? #HOTD,2022-09-21 17:49:32+00:00
751,"There's nothing like a Westerosi wedding!!! Let's discuss House of the Dragon episode 5.

#HouseOfTheDragonHBO #HOTD #HBOMax 

https://t.co/QkiI3I9SCa",2022-09-21 17:49:25+00:00
752,I find #HOTD trailer funny,2022-09-21 17:49:09+00:00
753,Trying to avoid #HOTD spoiler tweets in TL https://t.co/LxrIoRH6Wl,2022-09-21 17:48:00+00:00
754,Haibo. He kills his  wife??? Like that even??? Hai hai hai 😂 #HOTD,2022-09-21 17:47:59+00:00
755,Quem fez isso? HAHAHAHAHAHA scrr! #HOTD https://t.co/vGAmSoyB7t,2022-09-21 17:46:45+00:00
756,จริงๆเล่นถึงช่วงที่มีลูกกันแล้วก็ไม่รู้จะเปลี่ยนนักแสดงทำไม แต่งให้ดูโตขึ้นเฉยๆไม่ได้หรอ หรือเพราะเวลาเล่าผ่านเวลาต่างๆมันน้อย นักแสดงทำให้เชื่อไม่ได้ จริงๆบ่นไปงั้นแหละ เดม่อนยังเป้นคนเดิมพอเระ  #HOTD,2022-09-21 17:46:23+00:00
757,We need another Cersi #HouseOfTheDragon #HouseOfTheDragonHBO #HOTD #AlicentHightower https://t.co/0CCjm2ExuH,2022-09-21 17:46:19+00:00
758,"Hello les Fourmis 

Ma review de HOUSE OF THE DRAGON épisode 5 est dispo sur ma chaîne #YouTube 🔥

Bon visionnage🐜

https://t.co/aOdn4oXiMA

#HouseOfTheDragonHBO #HOTD #Gameofbet #Review #HouseOfTheDragon #HouseOfTheDragonEp5 https://t.co/kkOiTkCBNp",2022-09-21 17:46:13+00:00
759,"Sigo sin terminar de digerir lo del último episodio de #HOTD y empiezo a leer que el próximo me seguirá quitando el aliento. 
Menos mal tengo a un médico de vecino.",2022-09-21 17:46:07+00:00
760,"Hot take de hoy respecto a #HOTD: dejad de analizar a los personajes DE LA SERIE basándoos en los de Fuego y Sangre. Son medios distintos. Las cosas se analizan primero por sí mismas, no intentéis hacer literatura comparada sin saber hacer crítica literaria.",2022-09-21 17:44:38+00:00
761,"THE WAY HOUSE VELARYON LOOK SO EXPENSIVE,,,gaH damn 😳🔥 #HouseoftheDragon #HouseOfTheDragonHBO #HOTD https://t.co/XQRAweVtNZ",2022-09-21 17:44:00+00:00
762,E a futura rainha tem o amante dela tbm. #HouseOfTheDragon #HOTD #ACasaDoDragao,2022-09-21 17:43:40+00:00
763,"Uma regra pra vida! ✊🏾

♡♡♡

A Casa do Dragão | House of the Dragon (2022)
Criador(es): Ryan J. Condal e George R. R. Martin
📺 Disponível: @HBOmax
_____
#UmFilmePraRecordar #acasadodragão #houseofthedragon #hotd #rhaenyratargaryen #daemontargaryen #viserystargaryen #Alicent https://t.co/uwILWZZYt3",2022-09-21 17:43:07+00:00
764,"Sé que no debería encariñarme con ningún personaje de #HouseOfTheDragon pero es imposible no amar a la nueva Rhaenyra y Laenor, en 1 minuto da avance nos demostraron una perfecta química y actuación. Siento que la versión adulta de Rhae va a callar muchas bocas #hotd",2022-09-21 17:42:15+00:00
765,ok but have we actually seen him open any of those books? 🤣 #hotd https://t.co/K5BEO5yG5B,2022-09-21 17:40:58+00:00
766,Which episode has been your favourite so far? #HouseOfTheDragon #HOTD https://t.co/zwMLK97Jvt,2022-09-21 17:39:32+00:00
767,I hate that I can’t come on here no more and not get some sort of spoiler for #HOTD,2022-09-21 17:38:00+00:00
768,"Someone explain to me how you can actually be on the Greens’ side for #hotd ? I have an open mind, I just honestly can’t see it.",2022-09-21 17:36:50+00:00
769,"/ the casting for #hotd is immaculate, nobody can say otherwise.",2022-09-21 17:34:23+00:00
770,u don’t understand i’m obsessed with the velaryon’s….. they’re so damn attractive 😭🫡 #HouseOfTheDragon #HouseOfTheDragonHBO #HOTD https://t.co/jX7ai5X4Xj,2022-09-21 17:34:17+00:00
771,I’m for The Blacks #hotd https://t.co/lL3GTC7wtw,2022-09-21 17:33:12+00:00
772,"Un reality show con la familia Ritondo como protagonista: House of the Drogon.

#HOTD",2022-09-21 17:31:33+00:00
773,"aemond targaryen and dreamfyre
#HouseOfTheDragon #HOTD 
https://t.co/pBp1ZgEUkS",2022-09-21 17:29:38+00:00
774,#HouseOfTheDragon episode 5 #hotd https://t.co/NChVDDXHhB,2022-09-21 17:29:32+00:00
775,#HOTD #targaryen #mikarol 🔥❤️ https://t.co/pOqg4lkGL5,2022-09-21 17:28:59+00:00
776,"Absolutely wild how many men (not all) I'm seeing react to Cristin Cole's sad boy proposal by thinking he really loved Rhaenyra when he even says this is his last ditch effort to restore his own honor. Her desires are not a consideration. It's about HIM. 
#HotD #HouseOfTheDragon",2022-09-21 17:28:14+00:00
777,"Que buen capitulo de #HOTD La reyna ya tomo su partido verde, solo falta ver a la princesa vestida de rojo, Daemon ya jugo sus cartas, todas aquí, ya desidio ser soltero para ir por Laena y de ahí por su sobrina",2022-09-21 17:26:25+00:00
778,"Mi mama: todo el día hablas de tu serie de dragoncitos.
Los dragoncitos:
#HouseOfTheDragon
#HOTD https://t.co/35ChjsEMT3",2022-09-21 17:24:16+00:00
779,"Daemon pre-Laena: extrajudicially maims people, breaks the Geneva Conventions, abandons his niece in Flea Bottom with her trousers around her ankles, kills wife. 

Daemon with Laena: 0 war crimes, overcomes the can’t finish allegations, becomes the real #HotD, takes up reading https://t.co/qrukre3ZsR",2022-09-21 17:23:53+00:00
780,About to be me cause these #hotd takes depress me. https://t.co/rSzTk3Osch,2022-09-21 17:23:39+00:00
781,"كان إيموند جريئًا ، وحشيًا ، ومتهور ، وصاحب مزاج متقلب ، ولا 
يرحم ، ونما ليصبح مبارزًا ماهرًا وخطيرًا .. عندما كان شابًا ، كان إيموند يرتدي درعًا أسود اللون مطرز بالذهب .. راكب التنينه فيجهار العظيمة.
- ايموند سنراه في الحلقة القدامة 🔥🐉
#AemondTargaryen #HouseTargaryen #HOTD https://t.co/MlA2vI03AP",2022-09-21 17:22:15+00:00
782,Daemon really spent his time at the feast looking at Rhaenyra and being jealous he is down BAD for her #HouseOfTheDragon #HOTD https://t.co/5WHlBjlQnB,2022-09-21 17:21:34+00:00
783,". 😂😂😂😂😂 @sivatylerdurden 
#HOTD 
#HouseOfTheDragon https://t.co/CIy0wJD18N",2022-09-21 17:20:33+00:00
784,Watched the newest episode of #HOTD AND it seems to me that Criston Cole is a bitch 🤣,2022-09-21 17:20:16+00:00
785,To sum up this episode in one sentence FUCK YOU CRISTON COLE #Hotd,2022-09-21 17:19:48+00:00
786,#SpoilerAlert #HOTD Uno enamorado puede llegar a ser mucha gueva https://t.co/tNPWY8CJef,2022-09-21 17:19:08+00:00
787,El norte nunca olvida 🐺 . Valar Morghulis. #HOTD #GameOfThrones #Dracarys https://t.co/y6xOr3AI3V,2022-09-21 17:17:39+00:00
788,"#Andor is so good that #HBO is dropping #HOTD previews trying to steal it’s thunder. Princess Rhaenyra Is Summoned…
https://t.co/d1LMCfOF41 via @YouTube",2022-09-21 17:17:32+00:00
789,#caraxes doesnt seem to be getting bigger #hotd @HouseofDragon,2022-09-21 17:17:25+00:00
790,"#HouseoftheDragon  #hotd 
#DaemonTargaryen #RhaenyraTargaryen 
#daemyra https://t.co/xAlT1vliJY",2022-09-21 17:16:29+00:00
791,"(SPOLER ALERT in pic)

I can’t see how anyone can support The Greens when your main characters are; Crispon(lol) Cole, and these 2 monsters described below! “At his revels”🤦‍♂️ Say what you will about The Velaryon boys, they at least seemed decent #HOTD #HouseOfTheDragonHBO https://t.co/CwhJlsnnoK",2022-09-21 17:13:26+00:00
792,#HOTD is a thing? I love Highschool of the Dead!,2022-09-21 17:13:18+00:00
793,This never gets old. Y’all were dope af on @HouseofDragon #HOTD https://t.co/sqAfUdbxZh,2022-09-21 17:12:59+00:00
794,He’s literally killing a man in cold blood right in the middle of a wedding celebration and that man is a guest at court who’s also laenor’s lover WHAT THE ACTUAL FUCK CRISTON #hotd,2022-09-21 17:11:54+00:00
795,"Queen Alicent Hightower ❤

#OliviaCooke
#HOTD #HouseOfTheDragon https://t.co/4Tt8EeMbYI",2022-09-21 17:10:16+00:00
796,"You're not alone bestie, I stand with you 😤
#HouseOfTheDragon 
#HOTD https://t.co/qCwGOD0JNc",2022-09-21 17:10:14+00:00
797,"100 of 4.1 Million preview views is me,
If only 100 views then am the only 1 watching,
If 0 views then am dead

#HouseOfTheDragon
#HOTD https://t.co/Bs3cEEuVyM",2022-09-21 17:10:07+00:00
798,"Na rua, vestida de forma ok, cara fechada... Ouvindo o tema de #hotd no fone.",2022-09-21 17:06:57+00:00
799,I swear to god I thought this was Finn Wolfhard #HOTD https://t.co/k2bcP4mDta,2022-09-21 17:06:55+00:00
800,OmG a wedding episode ! What could go wrong ? #HOTD,2022-09-21 17:04:44+00:00
801,Excited for the pace of #HotD because I think we get to see [redacted] before the end of the season!,2022-09-21 17:04:05+00:00
802,Just saw the leaks and next #HOTD episode will have a lot of people disappointed… me being people,2022-09-21 17:01:27+00:00
803,"Harwin AND Daario = time traveling dark lord Euron. Confirmed via fan art &amp; memes.

Go follow @TheJoeMagician for #asoiaf &amp; #hotd stuff https://t.co/E0keEw45TO",2022-09-21 17:01:00+00:00
804,"I hate the showrunners so much..
#HARWINSTRONG #HouseOfTheDragon #HOTD #houseofthedragonhbo #RhaenyraTargaryen https://t.co/r7hG6IpleR",2022-09-21 17:00:58+00:00
805,Now am dying of excitement! Can Sunday come first before Friday and Saturday?!! #HouseOfTheDragon #HOTD https://t.co/4LCCFCjoan,2022-09-21 16:57:10+00:00
806,house of the dragon stans taking the “blacks vs greens” super seriously are giving big team edward vs team jacob vibes #hotd,2022-09-21 16:56:57+00:00
807,"King Viserys missed out big time, ngl. 

#HouseOfTheDragon #HOTD #LaenaVelaryon #HouseTargaryen https://t.co/CbpRpn0QQl",2022-09-21 16:56:49+00:00
808,Assisti o 5 ep de #HOTD ontem e fiquei com uma raiva daquele cavaleiro fdp q matou o namoradinho do marido da Rhaenyra #HouseOfTheDragon https://t.co/ir1RxQSJrd,2022-09-21 16:55:33+00:00
809,"اخيرررا 😭🔥
The second of his name
#HouseOfTheDragon #HOTD https://t.co/fB2CFZfsHg",2022-09-21 16:55:11+00:00
810,Yho they need to release #HOTD  OST 😭🤌🏽,2022-09-21 16:54:37+00:00
811,Stop equating what Criston Cole did to police brutality and hate crimes to lgbtqia+ community. These are real world issues and you trivialize them for cheap laughs. #HouseOfTheDragon #HOTD,2022-09-21 16:53:22+00:00
812,the baby daddiest of baby daddys #hotd #harwinstrong https://t.co/GvL0JgG0le,2022-09-21 16:50:09+00:00
813,Viserys el domingo que viene #HOTD https://t.co/cBD0SeJPOW,2022-09-21 16:45:43+00:00
814,devant #HOTD mdr Sir Criston il joue à quoi ?!,2022-09-21 16:45:43+00:00
815,Easily the finest babe on the show. #HOTD https://t.co/IXR4Brtk5u,2022-09-21 16:43:47+00:00
816,lmao the queen couldn’t even beat out #HOTD in ratings https://t.co/NHLKQ0jM1s,2022-09-21 16:42:07+00:00
817,"House of the Dragon may be playing its hand too soon. Season 1 – Episode 5 Review https://t.co/248WRAWdvm 

#TV #Review #Reviews #HouseOfTheDragon #HouseOfTheDragonEp5 #HOTD #HBO #HBOMax https://t.co/RqMN4bLVLH",2022-09-21 16:41:32+00:00
818,The clip from the upcoming episode of Rhaenyra and Laenor is now posted on HBO's Youtube in widescreen. #HouseOfTheDragon #HouseOfTheDragonHBO #HoTD https://t.co/RfWxJVXyXL,2022-09-21 16:40:15+00:00
819,"Tá, mas o jeito que a Laena flertou com o Daemon foi o krl, o olhar dela, as ações dela, me tremi só de ver, Laena Velaryon atacante👌
#HouseOfTheDragon 
#HOTD https://t.co/00wegZ2dUj",2022-09-21 16:39:50+00:00
820,"Triste fim, Viserys. 🙄

♡♡♡

A Casa do Dragão | House of the Dragon (2022)
📺 Disponível: @HBOmax
_____
#UmFilmePraRecordar #acasadodragao #houseofthedragon #hotd #rhaenyratargaryen #daemontargaryen #viserystargaryen #Alicent https://t.co/sLAZNqDyX9",2022-09-21 16:39:10+00:00
821,"The Madness will be delicious.

What's crazy is F&amp;B characters have been in #ASOM since 2019 and every year they mostly get TRASHED (Rhaenys, for example, lost to JAQEN H'GHAR in the 2020 1st round!). I have a feeling 2023 will be a little different thanks to #HotD -M https://t.co/YjUqKQPAIF",2022-09-21 16:38:51+00:00
822,I need to stay off of twitter ya'll spoiling too much for me. #HOTD,2022-09-21 16:36:41+00:00
823,"#hotd    #HouseOfTheDragon   
#RhaenyraTargaryen   

“Who are you?”       “I’m you but stronger“ https://t.co/vcKyZMhiG9",2022-09-21 16:34:24+00:00
824,Basta! That is Laenor’s son. Periodt! #FireandBlood #hotd #HouseOfTheDragon #TeamBlack https://t.co/lCwWrWAg1Z,2022-09-21 16:32:49+00:00
825,"Os apologistas da facção negra falando que ""tudo bem ser bastardo"", ""que ninguém ligou que mal tem?"", ""que absurdo falarem dos filhos da Nyra :("". Mesma galera que odeia os Blackfyre, que passou anos discutindo como Jon Snow era um bastardo e não tinha direito a nada #HOTD https://t.co/kiiKmYuO0Q",2022-09-21 16:32:26+00:00
826,No but i’m confused though. Like alicent is pissed cause rhaenyra lied to her?? Was she just supposed to let everyone question her virtue just to help otto. I mean if we’re doing this then alicent was meeting with her father in secret and lied to her about it so… #hotd,2022-09-21 16:32:20+00:00
827,"Acho engraçado ver o povo passando pano para as atitudes do Daemon como se o ponto do personagem não fosse justamente ser um filho da puta – e é por ser assim que ele é tão bom –

Quando o assunto é ser imoral, ele é MIL VEZES pior do que a Alicent.

#HOTD #HouseOfTheDragon https://t.co/iiLjxaoOVk",2022-09-21 16:31:01+00:00
828,"Canvas Cap Buy Now Link Below https://t.co/aqTOjbY5M4
#cwencollection #India #delhi #HijabLook #muslimwedding #MuslimQuotes #amazondeals #flipkartdeals #hijabiinfluencer #islamicquotes #inspirational #fashion #ootd #hijabstyle #hotd  #modestwear #Indianinfluencer #muslimahmom",2022-09-21 16:30:01+00:00
829,Nothing just Harwin in ep5 #HouseOfTheDragon #HOTD https://t.co/vrp7YRB9PK,2022-09-21 16:28:51+00:00
830,"Despite the chaos ep 5 had, I’m in love with these visuals #HouseOfTheDragon #HOTD https://t.co/ymqo79OfjY",2022-09-21 16:27:45+00:00
831,rhaenyra targaryen edit fancam fc milly alcock house of the dragon daemon #HouseOfTheDragonHBO  #HOTD  #Rhaenyra  #HouseTargaryen  #HouseoftheDragon  #RhaenyraTargaryen https://t.co/mVvr2Kcr7s,2022-09-21 16:27:19+00:00
832,esse 5 episodio foi muito bom!! mas a serie não deixou muito claro pq o Daemon odiava tanto a Rhea e o boy do Laenor perceber que o Criston ficou com a  Rhaenyra só de olhar pra ele achei forçadinho..  #HOTD,2022-09-21 16:26:18+00:00
833,"Idea for budget straight to DVD #HotD clone TV/movie: ""Helicopters vs Dragons""",2022-09-21 16:25:41+00:00
834,"Wieder eine wunderbar kontroverse Folge vom @serienjunkies -Podcast zu #HOTD mit @HannaHuge @BoJackBockman und @firewalkwithmee 
Man muss nicht immer einer Meinung sein, aber Marios Meinung ist wichtig zu hören. Und ich kann ihn verstehen was seine Punkte angeht. Hört mal rein!",2022-09-21 16:25:41+00:00
835,Funny thing is I can’t remember Ned demanding to see Cerseis baby the minute she gave birth &amp; then not having the decency to even go to Nyra but have her come to her?? Ned would never #HOTD https://t.co/BVk7J5nc20,2022-09-21 16:25:02+00:00
836,"“The beacon on the Hightower, do you know what color it glows when Gotham calls its banners to war?”
“Green”
@NewYorkStateAG green dress during the press conference is the beacon and @TishJames is the Hightower of justice
#NewYorkLetsCleanUpNewYork #weargreen #HOTD
🏴‍☠️🍏⚖️🗽🗡",2022-09-21 16:23:54+00:00
837,"House #Velaryon ain’t nothin’ to fuck with. #HOTD #WeLightTheWay #HouseOfTheDragon 

Full podcast on YouTube: https://t.co/FYAhVDIvha https://t.co/zsjyVfw4kD",2022-09-21 16:23:51+00:00
838,me watching #HOTD for the dragons only to realize it’s also a dark romance and I’m now rooting for the niece and the uncle to be together and- https://t.co/VnAQpTbofQ,2022-09-21 16:23:28+00:00
839,"#GameOfThrones #hotd

"" اهخ الاسود صارو ضباع بالمسلسل وين العز جيمي تايوين تيريون 🥲. https://t.co/Mc9t0wY8By",2022-09-21 16:20:44+00:00
840,thank u #hotd for giving me such pretty actors https://t.co/5tGubWY65L,2022-09-21 16:20:23+00:00
841,Ser Criston kiss and tell with little or no pressure. Damn!🤦‍♂️😂 #HOTD,2022-09-21 16:19:10+00:00
